Hashes	sum.taxonomy
merged_vp2_Metazoa_16s_242	Eukaryota;Arthropoda;Branchiopoda;Anomopoda;Moinidae;Moina;
merged_vp2_Metazoa_16s_385	Eukaryota;Arthropoda;Branchiopoda;Anomopoda;Moinidae;Moina;
merged_vp2_Metazoa_16s_512	Eukaryota;Arthropoda;Branchiopoda;Anomopoda;Moinidae;Moina;
merged_vp2_Metazoa_16s_516	Eukaryota;Arthropoda;Branchiopoda;Anomopoda;Moinidae;Moina;
reverse_vp2_Metazoa_16s_16	Eukaryota;Arthropoda;Branchiopoda;Anomopoda;Moinidae;Moina;
merged_vp2_Metazoa_16s_305	Eukaryota;Arthropoda;Arachnida;Mesostigmata;Ologamasidae;Stylochyrus;Stylochyrus rarior
merged_vp2_Metazoa_16s_414	Eukaryota;Arthropoda;Arachnida;Mesostigmata;Ologamasidae;Stylochyrus;Stylochyrus rarior
merged_vp2_Metazoa_16s_355	Eukaryota;Arthropoda;Arachnida;Araneae;Theridiidae;Wamba;Wamba crispulus
merged_vp2_Metazoa_16s_736	Eukaryota;Arthropoda;Arachnida;Araneae;Theridiidae;Steatoda;Steatoda cingulata
merged_vp2_Metazoa_16s_735	Eukaryota;Arthropoda;Arachnida;Araneae;Theridiidae;Coleosoma;Coleosoma acutiventer
merged_vp2_Metazoa_16s_491	Eukaryota;Arthropoda;Arachnida;Araneae;Salticidae;Sassacus;Sassacus vitis
merged_vp2_Metazoa_16s_642	Eukaryota;Arthropoda;Arachnida;Araneae;Salticidae;;
merged_vp2_Metazoa_16s_652	Eukaryota;Arthropoda;Arachnida;Araneae;Philodromidae;Titanebo;Titanebo mexicanus
merged_vp2_Metazoa_16s_679	Eukaryota;Arthropoda;Arachnida;Araneae;;;
forward_vp2_Metazoa_16s_590	Eukaryota;Arthropoda;;;;;
merged_vp2_Metazoa_16s_57	Eukaryota;Arthropoda;;;;;
merged_vp2_Metazoa_16s_193	Eukaryota;Arthropoda;;;;;
merged_vp2_Metazoa_16s_390	Eukaryota;Arthropoda;;;;;
merged_vp2_Metazoa_16s_442	Eukaryota;Arthropoda;;;;;
merged_vp2_Metazoa_16s_501	Eukaryota;Arthropoda;;;;;
reverse_vp2_Metazoa_16s_64	Eukaryota;Arthropoda;;;;;
unmerged_vp2_Metazoa_16s_2	Eukaryota;;;Cercomonadida;;;
merged_vp2_Metazoa_16s_465	Eukaryota;;;;;;
merged_vp2_Metazoa_16s_568	Eukaryota;;;;;;
merged_vp2_Metazoa_16s_600	Eukaryota;;;;;;
merged_vp2_Metazoa_16s_678	Eukaryota;;;;;;
unmerged_vp2_Metazoa_16s_6	Eukaryota;;;;;;
merged_vp2_Metazoa_16s_728	Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatirosa;Gemmatirosa kalamazoonesis
merged_vp2_Metazoa_16s_599	Bacteria;Chloroflexi;Ardenticatenia;Ardenticatenales;Ardenticatenaceae;Candidatus Promineofilum;Candidatus Promineofilum breve
merged_vp2_Metazoa_16s_618	Bacteria;;;;;;
merged_vp2_Metazoa_16s_745	Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Staphylothermus;Staphylothermus marinus
forward_vp1_Metazoa_16S_381	Eukaryota;Tardigrada;Eutardigrada;Parachela;Hypsibiidae;Thulinius;Thulinius sp. DVL-2010
merged_vp1_Metazoa_16S_121	Eukaryota;Tardigrada;Eutardigrada;Parachela;Hypsibiidae;Thulinius;Thulinius sp. DVL-2010
merged_vp1_Metazoa_16S_512	Eukaryota;Tardigrada;Eutardigrada;Parachela;Hypsibiidae;Thulinius;Thulinius sp. DVL-2010
merged_vp1_Metazoa_16S_389	Eukaryota;Tardigrada;Eutardigrada;Parachela;Hypsibiidae;Pseudobiotus;Pseudobiotus sp. SHR-2005
forward_vp1_Metazoa_16S_486	Eukaryota;Streptophyta;;;;;
forward_vp1_Metazoa_16S_393	Eukaryota;Rotifera;Monogononta;Ploima;Brachionidae;Brachionus;Brachionus rotundiformis
merged_vp1_Metazoa_16S_25	Eukaryota;Rotifera;Monogononta;Ploima;Brachionidae;Brachionus;
merged_vp1_Metazoa_16S_54	Eukaryota;Rotifera;Monogononta;Ploima;Brachionidae;Brachionus;
merged_vp1_Metazoa_16S_153	Eukaryota;Rotifera;Monogononta;Ploima;Brachionidae;Brachionus;
merged_vp1_Metazoa_16S_193	Eukaryota;Rotifera;Bdelloidea;Philodinida;Philodinidae;Philodina;Philodina citrina
merged_vp1_Metazoa_16S_690	Eukaryota;Rotifera;Bdelloidea;Philodinida;Philodinidae;Philodina;Philodina citrina
merged_vp1_Metazoa_16S_353	Eukaryota;Rotifera;Bdelloidea;NA;NA;Rotaria;Rotaria rotatoria
merged_vp1_Metazoa_16S_578	Eukaryota;Rotifera;Bdelloidea;NA;NA;Rotaria;Rotaria rotatoria
merged_vp1_Metazoa_16S_587	Eukaryota;Rotifera;Bdelloidea;NA;NA;Rotaria;Rotaria rotatoria
merged_vp1_Metazoa_16S_675	Eukaryota;Porifera;Homoscleromorpha;Homosclerophorida;Plakinidae;Oscarella;Oscarella viridis
merged_vp1_Metazoa_16S_463	Eukaryota;Porifera;Homoscleromorpha;Homosclerophorida;Plakinidae;Oscarella;Oscarella microlobata
merged_vp1_Metazoa_16S_219	Eukaryota;Porifera;Demospongiae;Verongiida;Aplysinidae;Aplysina;Aplysina cauliformis
merged_vp1_Metazoa_16S_293	Eukaryota;Porifera;Demospongiae;Tetractinellida;;;
merged_vp1_Metazoa_16S_403	Eukaryota;Porifera;Demospongiae;Tetractinellida;;;
merged_vp1_Metazoa_16S_639	Eukaryota;Porifera;Demospongiae;Tetractinellida;;;
merged_vp1_Metazoa_16S_446	Eukaryota;Porifera;Demospongiae;Tethyida;Tethyidae;Tethya;
merged_vp1_Metazoa_16S_596	Eukaryota;Porifera;Demospongiae;Poecilosclerida;Latrunculiidae;Negombata;Negombata magnifica
merged_vp1_Metazoa_16S_401	Eukaryota;Porifera;Demospongiae;Poecilosclerida;Iotrochotidae;Iotrochota;Iotrochota birotulata
merged_vp1_Metazoa_16S_665	Eukaryota;Porifera;Demospongiae;Agelasida;Agelasidae;Agelas;Agelas schmidti
merged_vp1_Metazoa_16S_112	Eukaryota;Porifera;Demospongiae;;;;
merged_vp1_Metazoa_16S_126	Eukaryota;Porifera;Demospongiae;;;;
merged_vp1_Metazoa_16S_483	Eukaryota;Porifera;Demospongiae;;;;
merged_vp1_Metazoa_16S_709	Eukaryota;Porifera;Demospongiae;;;;
merged_vp1_Metazoa_16S_605	Eukaryota;Porifera;;;;;
merged_vp1_Metazoa_16S_670	Eukaryota;Mollusca;Gastropoda;Trochida;Solariellidae;;
merged_vp1_Metazoa_16S_629	Eukaryota;Mollusca;Gastropoda;Stylommatophora;Succineidae;Succinea;Succinea caduca
forward_vp1_Metazoa_16S_519	Eukaryota;Mollusca;Gastropoda;Stylommatophora;Helicidae;Cantareus;Cantareus apertus
unmerged_vp1_Metazoa_16S_10	Eukaryota;Mollusca;Gastropoda;Stylommatophora;Helicidae;Cantareus;Cantareus apertus
unmerged_vp1_Metazoa_16S_11	Eukaryota;Mollusca;Gastropoda;Stylommatophora;Helicidae;Cantareus;Cantareus apertus
unmerged_vp1_Metazoa_16S_14	Eukaryota;Mollusca;Gastropoda;Stylommatophora;Helicidae;Cantareus;Cantareus apertus
merged_vp1_Metazoa_16S_641	Eukaryota;Mollusca;Gastropoda;Stylommatophora;Agriolimacidae;Deroceras;Deroceras laeve
merged_vp1_Metazoa_16S_680	Eukaryota;Mollusca;Gastropoda;NA;Peltospiridae;Peltospira;Peltospira smaragdina
merged_vp1_Metazoa_16S_315	Eukaryota;Mollusca;Gastropoda;Littorinimorpha;Vermetidae;Dendropoma;Dendropoma corrodens
merged_vp1_Metazoa_16S_480	Eukaryota;Mollusca;Gastropoda;Lepetellida;Haliotidae;Haliotis;
merged_vp1_Metazoa_16S_329	Eukaryota;Mollusca;Gastropoda;;;;
merged_vp1_Metazoa_16S_716	Eukaryota;Euglenida;;Euglenales;Euglenaceae;Cryptoglena;Cryptoglena skujai
merged_vp1_Metazoa_16S_576	Eukaryota;Echinodermata;Ophiuroidea;Ophiurida;Ophiactidae;Ophiactis;Ophiactis lymani
merged_vp1_Metazoa_16S_676	Eukaryota;Cnidaria;Staurozoa;Stauromedusae;Haliclystidae;Haliclystus;Haliclystus antarcticus
merged_vp1_Metazoa_16S_673	Eukaryota;Cnidaria;Scyphozoa;Semaeostomeae;Pelagiidae;Chrysaora;
merged_vp1_Metazoa_16S_167	Eukaryota;Chordata;Mammalia;Rodentia;Sciuridae;Tamias;
merged_vp1_Metazoa_16S_533	Eukaryota;Chordata;Mammalia;Rodentia;Sciuridae;;
merged_vp1_Metazoa_16S_166	Eukaryota;Chordata;Mammalia;Rodentia;Heteromyidae;Dipodomys;
merged_vp1_Metazoa_16S_345	Eukaryota;Chordata;Mammalia;Rodentia;Heteromyidae;Chaetodipus;
merged_vp1_Metazoa_16S_156	Eukaryota;Chordata;Mammalia;Rodentia;Geomyidae;;
merged_vp1_Metazoa_16S_522	Eukaryota;Chordata;Mammalia;Rodentia;Cricetidae;;
merged_vp1_Metazoa_16S_227	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Pan;Pan troglodytes
forward_vp1_Metazoa_16S_6	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
forward_vp1_Metazoa_16S_35	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
forward_vp1_Metazoa_16S_45	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
forward_vp1_Metazoa_16S_53	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
forward_vp1_Metazoa_16S_57	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
forward_vp1_Metazoa_16S_76	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
forward_vp1_Metazoa_16S_91	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
forward_vp1_Metazoa_16S_123	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
forward_vp1_Metazoa_16S_182	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
forward_vp1_Metazoa_16S_204	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
forward_vp1_Metazoa_16S_205	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
forward_vp1_Metazoa_16S_206	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
forward_vp1_Metazoa_16S_264	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
forward_vp1_Metazoa_16S_265	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
forward_vp1_Metazoa_16S_266	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
forward_vp1_Metazoa_16S_267	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
forward_vp1_Metazoa_16S_268	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
forward_vp1_Metazoa_16S_367	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
forward_vp1_Metazoa_16S_372	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
forward_vp1_Metazoa_16S_383	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
forward_vp1_Metazoa_16S_384	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
forward_vp1_Metazoa_16S_385	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
forward_vp1_Metazoa_16S_386	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
forward_vp1_Metazoa_16S_387	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
forward_vp1_Metazoa_16S_388	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
forward_vp1_Metazoa_16S_389	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
forward_vp1_Metazoa_16S_390	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
forward_vp1_Metazoa_16S_391	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
forward_vp1_Metazoa_16S_403	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
forward_vp1_Metazoa_16S_445	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
forward_vp1_Metazoa_16S_470	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
forward_vp1_Metazoa_16S_497	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
forward_vp1_Metazoa_16S_540	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
forward_vp1_Metazoa_16S_600	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
forward_vp1_Metazoa_16S_639	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
merged_vp1_Metazoa_16S_6	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
merged_vp1_Metazoa_16S_26	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
merged_vp1_Metazoa_16S_49	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
merged_vp1_Metazoa_16S_63	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
merged_vp1_Metazoa_16S_81	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
merged_vp1_Metazoa_16S_119	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
merged_vp1_Metazoa_16S_131	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
merged_vp1_Metazoa_16S_136	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
merged_vp1_Metazoa_16S_221	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
merged_vp1_Metazoa_16S_225	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
merged_vp1_Metazoa_16S_251	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
merged_vp1_Metazoa_16S_270	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
merged_vp1_Metazoa_16S_282	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
merged_vp1_Metazoa_16S_285	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
merged_vp1_Metazoa_16S_297	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
merged_vp1_Metazoa_16S_302	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
merged_vp1_Metazoa_16S_320	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
merged_vp1_Metazoa_16S_398	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
merged_vp1_Metazoa_16S_413	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
merged_vp1_Metazoa_16S_543	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
merged_vp1_Metazoa_16S_586	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
reverse_vp1_Metazoa_16S_15	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
reverse_vp1_Metazoa_16S_19	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
reverse_vp1_Metazoa_16S_34	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
reverse_vp1_Metazoa_16S_45	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
reverse_vp1_Metazoa_16S_48	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
reverse_vp1_Metazoa_16S_49	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
reverse_vp1_Metazoa_16S_90	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
reverse_vp1_Metazoa_16S_91	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
unmerged_vp1_Metazoa_16S_7	Eukaryota;Chordata;Mammalia;NA;Suidae;Sus;Sus scrofa
unmerged_vp1_Metazoa_16S_9	Eukaryota;Chordata;Mammalia;NA;Suidae;Sus;Sus scrofa
merged_vp1_Metazoa_16S_95	Eukaryota;Chordata;Mammalia;Lagomorpha;Leporidae;Lepus;Lepus europaeus
merged_vp1_Metazoa_16S_367	Eukaryota;Chordata;Mammalia;Lagomorpha;Leporidae;Lepus;
merged_vp1_Metazoa_16S_380	Eukaryota;Chordata;Mammalia;Cetacea;Ziphiidae;Mesoplodon;Mesoplodon densirostris
merged_vp1_Metazoa_16S_263	Eukaryota;Chordata;Mammalia;Cetacea;;;
merged_vp1_Metazoa_16S_614	Eukaryota;Chordata;Mammalia;Carnivora;Felidae;Felis;Felis catus
merged_vp1_Metazoa_16S_469	Eukaryota;Chordata;Mammalia;Carnivora;Felidae;;
merged_vp1_Metazoa_16S_593	Eukaryota;Chordata;Mammalia;Carnivora;Felidae;;
forward_vp1_Metazoa_16S_126	Eukaryota;Chordata;Mammalia;Carnivora;Canidae;Canis;Canis lupus
merged_vp1_Metazoa_16S_64	Eukaryota;Chordata;Mammalia;Carnivora;Canidae;Canis;Canis lupus
merged_vp1_Metazoa_16S_100	Eukaryota;Chordata;Mammalia;Carnivora;Canidae;Canis;
forward_vp1_Metazoa_16S_546	Eukaryota;Chordata;Mammalia;;Suidae;Sus;Sus scrofa
merged_vp1_Metazoa_16S_160	Eukaryota;Chordata;Mammalia;;Suidae;Sus;Sus scrofa
merged_vp1_Metazoa_16S_134	Eukaryota;Chordata;Mammalia;;Bovidae;;
merged_vp1_Metazoa_16S_395	Eukaryota;Chordata;Mammalia;;;;
merged_vp1_Metazoa_16S_470	Eukaryota;Chordata;Mammalia;;;;
merged_vp1_Metazoa_16S_646	Eukaryota;Chordata;Mammalia;;;;
merged_vp1_Metazoa_16S_168	Eukaryota;Chordata;Aves;Pelecaniformes;Ardeidae;;
merged_vp1_Metazoa_16S_187	Eukaryota;Chordata;Aves;Passeriformes;;;
merged_vp1_Metazoa_16S_229	Eukaryota;Chordata;Aves;Passeriformes;;;
merged_vp1_Metazoa_16S_630	Eukaryota;Chordata;Aves;Passeriformes;;;
merged_vp1_Metazoa_16S_655	Eukaryota;Chordata;Aves;Passeriformes;;;
forward_vp1_Metazoa_16S_318	Eukaryota;Chordata;Aves;Galliformes;Phasianidae;Gallus;Gallus gallus
merged_vp1_Metazoa_16S_48	Eukaryota;Chordata;Aves;Galliformes;Phasianidae;Gallus;Gallus gallus
merged_vp1_Metazoa_16S_176	Eukaryota;Chordata;Aves;Galliformes;Phasianidae;Gallus;Gallus gallus
merged_vp1_Metazoa_16S_151	Eukaryota;Chordata;Aves;Galliformes;Phasianidae;;
merged_vp1_Metazoa_16S_474	Eukaryota;Chordata;Aves;Anseriformes;Anatidae;;
merged_vp1_Metazoa_16S_135	Eukaryota;Chordata;Aves;;;;
forward_vp1_Metazoa_16S_240	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;Spea hammondii
forward_vp1_Metazoa_16S_454	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;Spea hammondii
forward_vp1_Metazoa_16S_604	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;Spea hammondii
forward_vp1_Metazoa_16S_2	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_16	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_33	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_37	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_43	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_74	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_79	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_83	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_99	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_100	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_106	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_116	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_124	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_137	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_141	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_146	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_149	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_165	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_166	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_171	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_173	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_174	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_193	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_196	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_197	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_198	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_203	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_214	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_215	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_216	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_217	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_228	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_238	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_244	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_256	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_257	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_269	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_291	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_307	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_309	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_314	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_316	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_319	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_323	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_333	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_346	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_359	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_363	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_364	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_365	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_412	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_413	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_414	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_416	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_449	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_452	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_473	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_477	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_493	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_494	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_495	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_496	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_507	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_516	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_530	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_533	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_545	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_561	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_567	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_576	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_608	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_623	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
forward_vp1_Metazoa_16S_627	Eukaryota;Chordata;Amphibia;Anura;Pelobatidae;Spea;
