Hashes	sum.taxonomy
merged_vp1_CO1_903	Eukaryota;Bacillariophyta;Fragilariophyceae;Fragilariales;Fragilariaceae;Grammonema;Grammonema striatula
merged_vp1_CO1_1178	Eukaryota;Bacillariophyta;Fragilariophyceae;Fragilariales;Fragilariaceae;Asterionellopsis;Asterionellopsis guyunusae
merged_vp1_CO1_1418	Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Stephanodiscaceae;Cyclotella;Cyclotella sp. MBTD-CMFRI-S080
merged_vp1_CO1_902	Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Skeletonemataceae;Skeletonema;Skeletonema costatum
merged_vp1_CO1_541	Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Sellaphoraceae;Sellaphora;
merged_vp1_CO1_977	Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Pinnulariaceae;Pinnularia;Pinnularia subanglica
merged_vp1_CO1_1036	Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Pinnulariaceae;Pinnularia;Pinnularia sp.
merged_vp1_CO1_1169	Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Pinnulariaceae;Pinnularia;Pinnularia sp.
merged_vp1_CO1_624	Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Pinnulariaceae;Pinnularia;
merged_vp1_CO1_727	Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Pinnulariaceae;Pinnularia;
merged_vp1_CO1_295	Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Naviculaceae;Mayamaea;Mayamaea permitis
merged_vp1_CO1_694	Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Naviculaceae;Mayamaea;Mayamaea permitis
merged_vp1_CO1_731	Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Naviculaceae;Mayamaea;Mayamaea permitis
merged_vp1_CO1_761	Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Naviculaceae;Mayamaea;Mayamaea permitis
merged_vp1_CO1_814	Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Naviculaceae;Mayamaea;Mayamaea permitis
merged_vp1_CO1_1324	Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Naviculaceae;Fistulifera;Fistulifera pelliculosa
merged_vp1_CO1_251	Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Nitzschia;Nitzschia palea
merged_vp1_CO1_533	Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Nitzschia;Nitzschia palea
merged_vp1_CO1_553	Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Nitzschia;Nitzschia palea
merged_vp1_CO1_791	Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Nitzschia;Nitzschia palea
merged_vp1_CO1_1121	Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Nitzschia;Nitzschia palea
merged_vp1_CO1_1206	Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Nitzschia;Nitzschia palea
merged_vp1_CO1_1286	Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Nitzschia;Nitzschia palea
merged_vp1_CO1_1326	Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Nitzschia;Nitzschia palea
merged_vp1_CO1_1354	Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Nitzschia;Nitzschia palea
merged_vp1_CO1_953	Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Nitzschia;Nitzschia frustulum
merged_vp1_CO1_1068	Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Nitzschia;Nitzschia alba
forward_vp1_CO1_382	Eukaryota;Bacillariophyta;;;;;
merged_vp1_CO1_1460	Eukaryota;Ascomycota;Taphrinomycetes;Taphrinales;Taphrinaceae;Taphrina;Taphrina wiesneri
merged_vp1_CO1_1483	Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Ophiocordycipitaceae;Tolypocladium;Tolypocladium ophioglossoides
merged_vp1_CO1_1298	Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;;;
merged_vp1_CO1_1220	Eukaryota;Ascomycota;Sordariomycetes;;;;
merged_vp1_CO1_465	Eukaryota;Ascomycota;NA;NA;NA;Tetracladium;Tetracladium apiense
merged_vp1_CO1_585	Eukaryota;Ascomycota;NA;NA;NA;Tetracladium;Tetracladium apiense
merged_vp1_CO1_964	Eukaryota;Ascomycota;NA;NA;NA;Tetracladium;Tetracladium apiense
merged_vp1_CO1_1374	Eukaryota;Ascomycota;NA;NA;NA;Tetracladium;Tetracladium apiense
merged_vp1_CO1_1391	Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Didymellaceae;Didymella;Didymella pinodes
merged_vp1_CO1_1214	Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;;;
merged_vp1_CO1_1475	Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;;;
merged_vp1_CO1_924	Eukaryota;Ascomycota;Dothideomycetes;Capnodiales;Mycosphaerellaceae;;
merged_vp1_CO1_1434	Eukaryota;Ascomycota;;;;;
merged_vp1_CO1_1388	Eukaryota;Arthropoda;Ostracoda;Podocopida;Cyprididae;Heterocypris;Heterocypris incongruens
forward_vp1_CO1_863	Eukaryota;Arthropoda;Ostracoda;Podocopida;Cyprididae;Eucypris;Eucypris virens
merged_vp1_CO1_615	Eukaryota;Arthropoda;Ostracoda;Podocopida;Cyprididae;Eucypris;Eucypris virens
forward_vp1_CO1_437	Eukaryota;Arthropoda;Ostracoda;;Cyprididae;;
forward_vp1_CO1_825	Eukaryota;Arthropoda;Ostracoda;;Cyprididae;;
forward_vp1_CO1_945	Eukaryota;Arthropoda;Ostracoda;;Cyprididae;;
merged_vp1_CO1_134	Eukaryota;Arthropoda;Ostracoda;;Cyprididae;;
merged_vp1_CO1_222	Eukaryota;Arthropoda;Ostracoda;;Cyprididae;;
merged_vp1_CO1_400	Eukaryota;Arthropoda;Ostracoda;;Cyprididae;;
merged_vp1_CO1_696	Eukaryota;Arthropoda;Ostracoda;;Cyprididae;;
merged_vp1_CO1_949	Eukaryota;Arthropoda;Ostracoda;;;;
forward_vp1_CO1_4	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
forward_vp1_CO1_7	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
forward_vp1_CO1_111	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
forward_vp1_CO1_182	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
forward_vp1_CO1_220	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
forward_vp1_CO1_221	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
forward_vp1_CO1_227	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
forward_vp1_CO1_230	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
forward_vp1_CO1_244	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
forward_vp1_CO1_260	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
forward_vp1_CO1_265	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
forward_vp1_CO1_292	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
forward_vp1_CO1_299	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
forward_vp1_CO1_323	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
forward_vp1_CO1_335	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
forward_vp1_CO1_348	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
forward_vp1_CO1_362	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
forward_vp1_CO1_383	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
forward_vp1_CO1_398	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
forward_vp1_CO1_467	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
forward_vp1_CO1_469	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
forward_vp1_CO1_473	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
forward_vp1_CO1_509	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
forward_vp1_CO1_515	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
forward_vp1_CO1_563	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
forward_vp1_CO1_571	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
forward_vp1_CO1_600	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
forward_vp1_CO1_641	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
forward_vp1_CO1_642	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
forward_vp1_CO1_643	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
forward_vp1_CO1_663	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
forward_vp1_CO1_673	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
forward_vp1_CO1_733	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
forward_vp1_CO1_739	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
forward_vp1_CO1_740	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
forward_vp1_CO1_765	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
forward_vp1_CO1_776	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
forward_vp1_CO1_777	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
forward_vp1_CO1_779	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
forward_vp1_CO1_782	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
forward_vp1_CO1_783	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
forward_vp1_CO1_792	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
forward_vp1_CO1_793	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
forward_vp1_CO1_828	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
forward_vp1_CO1_833	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
forward_vp1_CO1_880	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
forward_vp1_CO1_881	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
forward_vp1_CO1_884	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
forward_vp1_CO1_885	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
forward_vp1_CO1_904	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
forward_vp1_CO1_927	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
forward_vp1_CO1_938	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
forward_vp1_CO1_939	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
merged_vp1_CO1_7	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
merged_vp1_CO1_11	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
merged_vp1_CO1_88	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
merged_vp1_CO1_243	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
merged_vp1_CO1_301	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
merged_vp1_CO1_417	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
merged_vp1_CO1_534	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
merged_vp1_CO1_1200	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
merged_vp1_CO1_1406	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
reverse_vp1_CO1_15	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
reverse_vp1_CO1_16	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;NA;NA;NA
merged_vp1_CO1_548	Eukaryota;Arthropoda;Malacostraca;NA;Squillidae;NA;Squillidae sp. PNG-0149
merged_vp1_CO1_544	Eukaryota;Arthropoda;Malacostraca;NA;NA;NA;Stomatopoda sp. LPdivOTU483
forward_vp1_CO1_9	Eukaryota;Arthropoda;Malacostraca;NA;Gonodactylidae;Gonodactylus;Gonodactylus childi
forward_vp1_CO1_45	Eukaryota;Arthropoda;Malacostraca;NA;Gonodactylidae;Gonodactylus;Gonodactylus childi
forward_vp1_CO1_93	Eukaryota;Arthropoda;Malacostraca;NA;Gonodactylidae;Gonodactylus;Gonodactylus childi
forward_vp1_CO1_152	Eukaryota;Arthropoda;Malacostraca;NA;Gonodactylidae;Gonodactylus;Gonodactylus childi
forward_vp1_CO1_286	Eukaryota;Arthropoda;Malacostraca;NA;Gonodactylidae;Gonodactylus;Gonodactylus childi
forward_vp1_CO1_527	Eukaryota;Arthropoda;Malacostraca;NA;Gonodactylidae;Gonodactylus;Gonodactylus childi
forward_vp1_CO1_528	Eukaryota;Arthropoda;Malacostraca;NA;Gonodactylidae;Gonodactylus;Gonodactylus childi
forward_vp1_CO1_982	Eukaryota;Arthropoda;Malacostraca;NA;Gonodactylidae;Gonodactylus;Gonodactylus childi
forward_vp1_CO1_983	Eukaryota;Arthropoda;Malacostraca;NA;Gonodactylidae;Gonodactylus;Gonodactylus childi
forward_vp1_CO1_984	Eukaryota;Arthropoda;Malacostraca;NA;Gonodactylidae;Gonodactylus;Gonodactylus childi
forward_vp1_CO1_985	Eukaryota;Arthropoda;Malacostraca;NA;Gonodactylidae;Gonodactylus;Gonodactylus childi
forward_vp1_CO1_986	Eukaryota;Arthropoda;Malacostraca;NA;Gonodactylidae;Gonodactylus;Gonodactylus childi
forward_vp1_CO1_987	Eukaryota;Arthropoda;Malacostraca;NA;Gonodactylidae;Gonodactylus;Gonodactylus childi
forward_vp1_CO1_988	Eukaryota;Arthropoda;Malacostraca;NA;Gonodactylidae;Gonodactylus;Gonodactylus childi
forward_vp1_CO1_989	Eukaryota;Arthropoda;Malacostraca;NA;Gonodactylidae;Gonodactylus;Gonodactylus childi
forward_vp1_CO1_990	Eukaryota;Arthropoda;Malacostraca;NA;Gonodactylidae;Gonodactylus;Gonodactylus childi
forward_vp1_CO1_991	Eukaryota;Arthropoda;Malacostraca;NA;Gonodactylidae;Gonodactylus;Gonodactylus childi
merged_vp1_CO1_10	Eukaryota;Arthropoda;Malacostraca;NA;Gonodactylidae;Gonodactylus;Gonodactylus childi
merged_vp1_CO1_405	Eukaryota;Arthropoda;Malacostraca;NA;Gonodactylidae;Gonodactylus;Gonodactylus childi
merged_vp1_CO1_477	Eukaryota;Arthropoda;Malacostraca;NA;Gonodactylidae;Gonodactylus;Gonodactylus childi
merged_vp1_CO1_542	Eukaryota;Arthropoda;Malacostraca;NA;Gonodactylidae;Gonodactylus;Gonodactylus childi
merged_vp1_CO1_559	Eukaryota;Arthropoda;Malacostraca;NA;Gonodactylidae;Gonodactylus;Gonodactylus childi
merged_vp1_CO1_782	Eukaryota;Arthropoda;Malacostraca;NA;Gonodactylidae;Gonodactylus;Gonodactylus childi
reverse_vp1_CO1_6	Eukaryota;Arthropoda;Malacostraca;NA;Gonodactylidae;Gonodactylus;Gonodactylus childi
reverse_vp1_CO1_26	Eukaryota;Arthropoda;Malacostraca;NA;Gonodactylidae;Gonodactylus;Gonodactylus childi
forward_vp1_CO1_483	Eukaryota;Arthropoda;Malacostraca;Decapoda;NA;NA;Brachyura sp. LPdivOTU523
merged_vp1_CO1_298	Eukaryota;Arthropoda;Malacostraca;Decapoda;;;
merged_vp1_CO1_1276	Eukaryota;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;
reverse_vp1_CO1_24	Eukaryota;Arthropoda;Insecta;Trichoptera;Hydroptilidae;Orthotrichia;Orthotrichia lanna
merged_vp1_CO1_1319	Eukaryota;Arthropoda;Insecta;Lepidoptera;;;
merged_vp1_CO1_1073	Eukaryota;Arthropoda;Insecta;Hymenoptera;Crabronidae;Crossocerus;Crossocerus podagricus
reverse_vp1_CO1_1	Eukaryota;Arthropoda;Insecta;Hymenoptera;;;
merged_vp1_CO1_1487	Eukaryota;Arthropoda;Insecta;Hemiptera;Miridae;Irbisia;Irbisia sericans
merged_vp1_CO1_773	Eukaryota;Arthropoda;Insecta;Ephemeroptera;Baetidae;Callibaetis;Callibaetis ferrugineus
merged_vp1_CO1_683	Eukaryota;Arthropoda;Insecta;Diptera;NA;NA;Diptera sp. BOLD:ACT0370
merged_vp1_CO1_1259	Eukaryota;Arthropoda;Insecta;Diptera;Muscidae;Limnophora;Limnophora sp. BIOUG22431-F10
merged_vp1_CO1_1103	Eukaryota;Arthropoda;Insecta;Diptera;Limoniidae;NA;Limoniidae sp. sc_03287
merged_vp1_CO1_807	Eukaryota;Arthropoda;Insecta;Diptera;Limoniidae;NA;Chioneinae sp. BIOUG01392-F07
merged_vp1_CO1_1252	Eukaryota;Arthropoda;Insecta;Diptera;Ephydridae;Scatella;Scatella sp. BIOUG01400-D05
merged_vp1_CO1_960	Eukaryota;Arthropoda;Insecta;Diptera;Culicidae;Culex;Culex tarsalis
merged_vp1_CO1_1470	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Zavrelimyia;Zavrelimyia sp. 20117-B4
merged_vp1_CO1_264	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Tanytarsus;Tanytarsus dendyi
forward_vp1_CO1_344	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Tanytarsus;
merged_vp1_CO1_399	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Procladius;Procladius sp. BOLD-2016
forward_vp1_CO1_879	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Paratanytarsus;Paratanytarsus grimmii
merged_vp1_CO1_206	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Paratanytarsus;Paratanytarsus grimmii
merged_vp1_CO1_1135	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;NA;Orthocladiinae sp. BOLD-2016
forward_vp1_CO1_589	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;NA;NA
merged_vp1_CO1_115	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;NA;NA
merged_vp1_CO1_199	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;NA;NA
merged_vp1_CO1_394	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;NA;NA
merged_vp1_CO1_452	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;NA;NA
merged_vp1_CO1_762	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;NA;NA
merged_vp1_CO1_767	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;NA;NA
merged_vp1_CO1_781	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;NA;NA
merged_vp1_CO1_788	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;NA;NA
merged_vp1_CO1_819	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;NA;NA
merged_vp1_CO1_1034	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;NA;NA
merged_vp1_CO1_1107	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;NA;NA
merged_vp1_CO1_1296	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;NA;NA
merged_vp1_CO1_610	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;NA;Chironomidae sp. BOLD:AAP3767
merged_vp1_CO1_936	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Microtendipes;Microtendipes sp. BARS_2016_77_063
merged_vp1_CO1_494	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Micropsectra;Micropsectra nigripila
merged_vp1_CO1_521	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Micropsectra;Micropsectra nigripila
merged_vp1_CO1_250	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Dicrotendipes;Dicrotendipes sp. BOLD:AAN5076
merged_vp1_CO1_893	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Dicrotendipes;Dicrotendipes sp. BOLD:AAN5076
merged_vp1_CO1_92	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Cricotopus;Cricotopus sp. ES07
merged_vp1_CO1_1020	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Cricotopus;Cricotopus sp. ES07
forward_vp1_CO1_167	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Cricotopus;Cricotopus sp. 7ES
merged_vp1_CO1_214	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Corynoneura;Corynoneura arctica
forward_vp1_CO1_68	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Chironomus;Chironomus whitseli
merged_vp1_CO1_63	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Chironomus;Chironomus whitseli
forward_vp1_CO1_225	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Chironomus;Chironomus plumosus
merged_vp1_CO1_338	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Chironomus;Chironomus maturus
merged_vp1_CO1_139	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Chironomus;Chironomus frommeri
merged_vp1_CO1_393	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Chironomus;Chironomus cf. decorus BOLD:AAB7030
merged_vp1_CO1_498	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Chironomus;Chironomus cf. decorus BOLD:AAB7030
merged_vp1_CO1_1012	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Chironomus;Chironomus cf. decorus BOLD:AAB7030
forward_vp1_CO1_125	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Chironomus;
forward_vp1_CO1_126	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Chironomus;
forward_vp1_CO1_146	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Chironomus;
forward_vp1_CO1_670	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Chironomus;
forward_vp1_CO1_743	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Chironomus;
forward_vp1_CO1_744	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Chironomus;
forward_vp1_CO1_752	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Chironomus;
merged_vp1_CO1_52	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Chironomus;
merged_vp1_CO1_72	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Chironomus;
merged_vp1_CO1_256	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Chironomus;
merged_vp1_CO1_367	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Chironomus;
forward_vp1_CO1_193	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;;
forward_vp1_CO1_416	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;;
merged_vp1_CO1_232	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;;
merged_vp1_CO1_711	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;;
merged_vp1_CO1_776	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;;
merged_vp1_CO1_1219	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;;
merged_vp1_CO1_1480	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;;
merged_vp1_CO1_692	Eukaryota;Arthropoda;Insecta;Diptera;Ceratopogonidae;Culicoides;
merged_vp1_CO1_947	Eukaryota;Arthropoda;Insecta;Diptera;Ceratopogonidae;;
merged_vp1_CO1_437	Eukaryota;Arthropoda;Insecta;Diptera;;;
merged_vp1_CO1_1248	Eukaryota;Arthropoda;Insecta;Diptera;;;
merged_vp1_CO1_157	Eukaryota;Arthropoda;Insecta;Coleoptera;Staphylinidae;Leptacinus;Leptacinus sulcifrons
merged_vp1_CO1_1049	Eukaryota;Arthropoda;Insecta;Coleoptera;Scarabaeidae;Nanos;Nanos binotatus
merged_vp1_CO1_1491	Eukaryota;Arthropoda;Insecta;Coleoptera;Dytiscidae;Laccophilus;Laccophilus maculosus
merged_vp1_CO1_1171	Eukaryota;Arthropoda;Insecta;Coleoptera;Corylophidae;NA;Corylophidae sp. BOLD:ACD9449
merged_vp1_CO1_451	Eukaryota;Arthropoda;Insecta;Coleoptera;Cerambycidae;Pidonia;Pidonia scripta
merged_vp1_CO1_563	Eukaryota;Arthropoda;Insecta;Coleoptera;Cerambycidae;Desisa;Desisa variabilis
merged_vp1_CO1_1095	Eukaryota;Arthropoda;Insecta;Coleoptera;Cerambycidae;Desisa;Desisa variabilis
merged_vp1_CO1_1151	Eukaryota;Arthropoda;Insecta;Coleoptera;Cerambycidae;Desisa;Desisa variabilis
merged_vp1_CO1_279	Eukaryota;Arthropoda;Insecta;Coleoptera;Cerambycidae;Desisa;
merged_vp1_CO1_650	Eukaryota;Arthropoda;Insecta;Coleoptera;Cerambycidae;Desisa;
merged_vp1_CO1_843	Eukaryota;Arthropoda;Insecta;Coleoptera;Cerambycidae;Desisa;
merged_vp1_CO1_446	Eukaryota;Arthropoda;Insecta;Coleoptera;Carabidae;Pogonus;Pogonus riparius
merged_vp1_CO1_705	Eukaryota;Arthropoda;Insecta;Coleoptera;Carabidae;Ophonus;Ophonus laticollis
merged_vp1_CO1_935	Eukaryota;Arthropoda;Insecta;Coleoptera;Carabidae;;
merged_vp1_CO1_1187	Eukaryota;Arthropoda;Insecta;Coleoptera;;;
merged_vp1_CO1_780	Eukaryota;Arthropoda;Insecta;;;;
merged_vp1_CO1_1047	Eukaryota;Arthropoda;Insecta;;;;
merged_vp1_CO1_1262	Eukaryota;Arthropoda;Insecta;;;;
reverse_vp1_CO1_8	Eukaryota;Arthropoda;Insecta;;;;
reverse_vp1_CO1_10	Eukaryota;Arthropoda;Insecta;;;;
merged_vp1_CO1_1327	Eukaryota;Arthropoda;Diplopoda;;;;
unmerged_vp1_CO1_12	Eukaryota;Arthropoda;Collembola;Poduromorpha;Neanuridae;Sensillanura;Sensillanura austriaca
merged_vp1_CO1_230	Eukaryota;Arthropoda;Collembola;Poduromorpha;;;
merged_vp1_CO1_1039	Eukaryota;Arthropoda;Collembola;Poduromorpha;;;
merged_vp1_CO1_1076	Eukaryota;Arthropoda;Collembola;Poduromorpha;;;
merged_vp1_CO1_556	Eukaryota;Arthropoda;Collembola;Entomobryomorpha;;;
merged_vp1_CO1_614	Eukaryota;Arthropoda;Branchiopoda;Diplostraca;Moinidae;Moina;Moina cf. micrura 2 MEG-2008
